K_cap,k_low,NMI_max,NMI_min,NMI_avg,NMI_med,thining_coef,algo_choice,sparsity,num_elements,in_file,aff_type
50,40,0.512760207106,0.512760207106,0.512760207106,0.512760207106,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
65,50,0.504188189203,0.504188189203,0.504188189203,0.504188189203,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
70,55,0.501877824038,0.497277055977,0.498197209589,0.497277055977,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
55,45,0.500071883324,0.500071883324,0.500071883324,0.500071883324,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
75,55,0.499578019744,0.499578019744,0.499578019744,0.499578019744,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
70,50,0.497295815785,0.497295815785,0.497295815785,0.497295815785,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
55,40,0.494426939668,0.48026477392,0.483097207069,0.48026477392,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
55,35,0.492716554322,0.492716554322,0.492716554322,0.492716554322,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
40,35,0.490271447,0.490271447,0.490271447,0.490271447,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
45,35,0.488855833512,0.483493698732,0.484566125688,0.483493698732,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
85,24,0.48831826178,0.480351343656,0.486724878155,0.48831826178,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
80,24,0.48831826178,0.461500846695,0.466864329712,0.461500846695,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
65,24,0.48831826178,0.48831826178,0.48831826178,0.48831826178,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
60,24,0.48831826178,0.471741806306,0.475057097401,0.471741806306,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
90,27,0.48831826178,0.48831826178,0.48831826178,0.48831826178,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
85,27,0.48831826178,0.484420482165,0.485200038088,0.484420482165,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
80,27,0.48831826178,0.484420482165,0.485200038088,0.484420482165,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
75,27,0.48831826178,0.48831826178,0.48831826178,0.48831826178,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
70,27,0.48831826178,0.471741806306,0.475057097401,0.471741806306,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
65,27,0.48831826178,0.48831826178,0.48831826178,0.48831826178,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
60,27,0.48831826178,0.48831826178,0.48831826178,0.48831826178,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
55,27,0.48831826178,0.48831826178,0.48831826178,0.48831826178,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
80,30,0.48831826178,0.48831826178,0.48831826178,0.48831826178,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
75,30,0.48831826178,0.48831826178,0.48831826178,0.48831826178,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
70,30,0.48831826178,0.48831826178,0.48831826178,0.48831826178,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
65,30,0.48831826178,0.48831826178,0.48831826178,0.48831826178,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
60,30,0.48831826178,0.48831826178,0.48831826178,0.48831826178,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
55,30,0.48831826178,0.48831826178,0.48831826178,0.48831826178,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
85,35,0.48831826178,0.484420482165,0.487538705857,0.48831826178,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
80,35,0.48831826178,0.48831826178,0.48831826178,0.48831826178,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
65,35,0.48831826178,0.48831826178,0.48831826178,0.48831826178,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
60,35,0.48831826178,0.48831826178,0.48831826178,0.48831826178,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
65,40,0.488049591406,0.488049591406,0.488049591406,0.488049591406,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
60,40,0.487462339152,0.487462339152,0.487462339152,0.487462339152,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
90,24,0.484420482165,0.480351343656,0.481165171357,0.480351343656,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
90,30,0.484420482165,0.471055435619,0.481747472856,0.484420482165,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
85,30,0.484420482165,0.484420482165,0.484420482165,0.484420482165,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
90,35,0.484420482165,0.483233278968,0.484183041525,0.484420482165,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
75,35,0.484420482165,0.484420482165,0.484420482165,0.484420482165,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
70,35,0.484420482165,0.484420482165,0.484420482165,0.484420482165,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
90,40,0.484420482165,0.478124463681,0.483161278468,0.484420482165,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
85,40,0.483604324096,0.47528945849,0.481941350975,0.483604324096,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
80,40,0.483604324096,0.483604324096,0.483604324096,0.483604324096,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
70,40,0.482319538094,0.4812441261,0.482104455696,0.482319538094,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
80,45,0.482319538094,0.482319538094,0.482319538094,0.482319538094,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
35,30,0.481027915095,0.479845558508,0.480791443778,0.481027915095,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
50,27,0.480637002025,0.480540623577,0.480559899267,0.480540623577,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
45,27,0.480637002025,0.480540623577,0.480559899267,0.480540623577,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
50,30,0.480637002025,0.480637002025,0.480637002025,0.480637002025,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
45,30,0.480637002025,0.480637002025,0.480637002025,0.480637002025,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
50,35,0.480637002025,0.480637002025,0.480637002025,0.480637002025,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
35,27,0.47945479228,0.47945479228,0.47945479228,0.47945479228,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
60,45,0.478221225396,0.478221225396,0.478221225396,0.478221225396,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
40,24,0.475934536964,0.475934536964,0.475934536964,0.475934536964,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
40,27,0.475934536964,0.475934536964,0.475934536964,0.475934536964,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
65,45,0.475906996914,0.475906996914,0.475906996914,0.475906996914,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
75,40,0.47528945849,0.474060105585,0.475043587909,0.47528945849,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
90,45,0.474987076106,0.466692660043,0.468351543256,0.466692660043,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
85,45,0.474987076106,0.473793274507,0.474032034827,0.473793274507,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
40,30,0.474532651204,0.474532651204,0.474532651204,0.474532651204,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
80,55,0.473211725497,0.473211725497,0.473211725497,0.473211725497,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
35,24,0.472429289521,0.472429289521,0.472429289521,0.472429289521,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
45,22,0.471789694336,0.471789694336,0.471789694336,0.471789694336,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
50,24,0.471789694336,0.471789694336,0.471789694336,0.471789694336,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
45,24,0.471789694336,0.471789694336,0.471789694336,0.471789694336,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
55,24,0.471741806306,0.471741806306,0.471741806306,0.471741806306,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
60,50,0.471561449162,0.465984942667,0.470446147863,0.471561449162,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
75,50,0.471498706999,0.469468887325,0.46987485126,0.469468887325,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
85,55,0.471210568825,0.471210568825,0.471210568825,0.471210568825,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
18,17,0.470876397977,0.470876397977,0.470876397977,0.470876397977,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
75,45,0.469468887325,0.469468887325,0.469468887325,0.469468887325,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
70,45,0.469468887325,0.469468887325,0.469468887325,0.469468887325,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
85,50,0.469468887325,0.465551790249,0.46868546791,0.469468887325,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
80,50,0.469468887325,0.469468887325,0.469468887325,0.469468887325,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
30,27,0.468724746322,0.468724746322,0.468724746322,0.468724746322,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
20,19,0.467700137253,0.467700137253,0.467700137253,0.467700137253,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
22,20,0.467503961696,0.467503961696,0.467503961696,0.467503961696,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
20,18,0.4666351345,0.4666351345,0.4666351345,0.4666351345,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
18,16,0.46638420953,0.46638420953,0.46638420953,0.46638420953,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
90,22,0.466042921806,0.466042921806,0.466042921806,0.466042921806,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
90,50,0.465551790249,0.465551790249,0.465551790249,0.465551790249,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
90,55,0.465551790249,0.465551790249,0.465551790249,0.465551790249,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
35,22,0.465262687764,0.465262687764,0.465262687764,0.465262687764,10,4,0,2510,./proteins/nsp1_sparse/,entropic_aff
