K_cap,k_low,NMI_max,NMI_min,NMI_avg,NMI_med,algo_choice
700,39,0.721358129502,0.721358129502,0.721358129502,0.721358129502,4
560,50,0.719752112425,0.719752112425,0.719752112425,0.719752112425,4
600,60,0.719752112425,0.719752112425,0.719752112425,0.719752112425,4
600,60,0.719752112425,0.719752112425,0.719752112425,0.719752112425,4
560,55,0.719643969844,0.719643969844,0.719643969844,0.719643969844,4
600,55,0.71912410865,0.71912410865,0.71912410865,0.71912410865,4
700,69,0.718962335303,0.718962335303,0.718962335303,0.718962335303,4
700,59,0.7184748577,0.7184748577,0.7184748577,0.7184748577,4
520,55,0.718086371453,0.718086371453,0.718086371453,0.718086371453,4
800,69,0.717870441095,0.717870441095,0.717870441095,0.717870441095,4
560,60,0.717784975097,0.717784975097,0.717784975097,0.717784975097,4
560,60,0.717784975097,0.717784975097,0.717784975097,0.717784975097,4
600,70,0.717204350414,0.717204350414,0.717204350414,0.717204350414,4
600,69,0.717204350414,0.717204350414,0.717204350414,0.717204350414,4
500,50,0.716927979402,0.716927979402,0.716927979402,0.716927979402,4
600,50,0.716818055274,0.716818055274,0.716818055274,0.716818055274,4
520,60,0.716646292819,0.716646292819,0.716646292819,0.716646292819,4
520,60,0.716646292819,0.716646292819,0.716646292819,0.716646292819,4
480,50,0.716501330734,0.716501330734,0.716501330734,0.716501330734,4
800,49,0.716421205315,0.716421205315,0.716421205315,0.716421205315,4
500,55,0.71639130762,0.71639130762,0.71639130762,0.71639130762,4
700,79,0.716287227099,0.716287227099,0.716287227099,0.716287227099,4
800,79,0.71620422644,0.71620422644,0.71620422644,0.71620422644,4
800,59,0.716193325768,0.716193325768,0.716193325768,0.716193325768,4
560,69,0.715948671476,0.715948671476,0.715948671476,0.715948671476,4
600,75,0.715714501215,0.715714501215,0.715714501215,0.715714501215,4
600,75,0.715714501215,0.715714501215,0.715714501215,0.715714501215,4
700,49,0.715644464937,0.715644464937,0.715644464937,0.715644464937,4
560,75,0.715417622704,0.715417622704,0.715417622704,0.715417622704,4
600,80,0.715417622704,0.715417622704,0.715417622704,0.715417622704,4
560,80,0.715417622704,0.715417622704,0.715417622704,0.715417622704,4
800,89,0.715280689927,0.715280689927,0.715280689927,0.715280689927,4
440,50,0.715123259124,0.715123259124,0.715123259124,0.715123259124,4
480,80,0.714869993177,0.714869993177,0.714869993177,0.714869993177,4
480,55,0.714863376822,0.714863376822,0.714863376822,0.714863376822,4
520,50,0.714860002296,0.714860002296,0.714860002296,0.714860002296,4
500,70,0.714810553874,0.71374293216,0.714597029532,0.714810553874,4
520,75,0.714810553874,0.714810553874,0.714810553874,0.714810553874,4
480,75,0.714810553874,0.714810553874,0.714810553874,0.714810553874,4
600,85,0.714786170347,0.714786170347,0.714786170347,0.714786170347,4
560,85,0.714786170347,0.714786170347,0.714786170347,0.714786170347,4
560,89,0.714786170347,0.714786170347,0.714786170347,0.714786170347,4
560,95,0.714786170347,0.714786170347,0.714786170347,0.714786170347,4
600,89,0.714714624033,0.714714624033,0.714714624033,0.714714624033,4
600,95,0.714714624033,0.714714624033,0.714714624033,0.714714624033,4
440,55,0.714497130745,0.714497130745,0.714497130745,0.714497130745,4
500,60,0.714457891724,0.714457891724,0.714457891724,0.714457891724,4
500,60,0.714457891724,0.714457891724,0.714457891724,0.714457891724,4
440,60,0.714285793517,0.714285793517,0.714285793517,0.714285793517,4
440,60,0.714285793517,0.714285793517,0.714285793517,0.714285793517,4
480,85,0.714210027215,0.714210027215,0.714210027215,0.714210027215,4
500,89,0.714210027215,0.714210027215,0.714210027215,0.714210027215,4
480,89,0.714210027215,0.714210027215,0.714210027215,0.714210027215,4
520,95,0.714210027215,0.714210027215,0.714210027215,0.714210027215,4
500,95,0.714210027215,0.714210027215,0.714210027215,0.714210027215,4
520,89,0.71409094776,0.71409094776,0.71409094776,0.71409094776,4
700,89,0.714077522041,0.714077522041,0.714077522041,0.714077522041,4
480,60,0.713961463824,0.713961463824,0.713961463824,0.713961463824,4
480,60,0.713961463824,0.713961463824,0.713961463824,0.713961463824,4
600,119,0.71393111428,0.712191032347,0.713583097893,0.71393111428,4
500,69,0.713908083462,0.713908083462,0.713908083462,0.713908083462,4
520,69,0.713908083462,0.713908083462,0.713908083462,0.713908083462,4
560,99,0.713906947281,0.713906947281,0.713906947281,0.713906947281,4
800,39,0.713900883294,0.713900883294,0.713900883294,0.713900883294,4
600,109,0.713834350878,0.713834350878,0.713834350878,0.713834350878,4
500,80,0.713802300222,0.713802300222,0.713802300222,0.713802300222,4
600,99,0.713785943832,0.713785943832,0.713785943832,0.713785943832,4
500,85,0.713768085085,0.713768085085,0.713768085085,0.713768085085,4
480,95,0.713763368911,0.713763368911,0.713763368911,0.713763368911,4
500,75,0.71374293216,0.71374293216,0.71374293216,0.71374293216,4
500,75,0.71374293216,0.71374293216,0.71374293216,0.71374293216,4
520,85,0.713649069617,0.713649069617,0.713649069617,0.713649069617,4
520,80,0.713213219031,0.713213219031,0.713213219031,0.713213219031,4
560,109,0.713035292308,0.713035292308,0.713035292308,0.713035292308,4
440,80,0.712975300759,0.712975300759,0.712975300759,0.712975300759,4
480,69,0.712841315938,0.712841315938,0.712841315938,0.712841315938,4
520,99,0.712829639514,0.712829639514,0.712829639514,0.712829639514,4
500,99,0.712829639514,0.712829639514,0.712829639514,0.712829639514,4
440,69,0.712735143241,0.712735143241,0.712735143241,0.712735143241,4
600,129,0.712573828959,0.712573828959,0.712573828959,0.712573828959,4
440,75,0.712534520257,0.712534520257,0.712534520257,0.712534520257,4
600,139,0.712170624142,0.712170624142,0.712170624142,0.712170624142,4
440,89,0.711945393727,0.711945393727,0.711945393727,0.711945393727,4
400,50,0.711861514553,0.711861514553,0.711861514553,0.711861514553,4
400,55,0.711861514553,0.711861514553,0.711861514553,0.711861514553,4
440,85,0.711809748806,0.711809748806,0.711809748806,0.711809748806,4
560,119,0.711738858271,0.711738858271,0.711738858271,0.711738858271,4
600,145,0.711690123453,0.711690123453,0.711690123453,0.711690123453,4
560,129,0.711414691938,0.711414691938,0.711414691938,0.711414691938,4
600,149,0.711295983012,0.711295983012,0.711295983012,0.711295983012,4
400,69,0.7111319761,0.7111319761,0.7111319761,0.7111319761,4
520,109,0.711088964583,0.711088964583,0.711088964583,0.711088964583,4
