K_cap,sigma,NMI_max,NMI_min,NMI_avg,NMI_med
500,5,0.33948389848,0.339061652674,0.339399449319,0.33948389848
500,5.5,0.339222013917,0.339026006775,0.339182812488,0.339222013917
600,10,0.338757406123,0.337624040849,0.337850713904,0.337624040849
600,8.5,0.338393845951,0.338136146977,0.338342306156,0.338393845951
600,7.4,0.338355896064,0.337727307663,0.337853025343,0.337727307663
600,7,0.338221889423,0.337994295984,0.338176370735,0.338221889423
600,7.8,0.337902127695,0.337727307663,0.337762271669,0.337727307663
600,5.9,0.337884004038,0.337384469386,0.337484376316,0.337384469386
600,7.5,0.337848572375,0.337727307663,0.337751560605,0.337727307663
600,8,0.337796326695,0.337097262486,0.337237075327,0.337097262486
600,5.7,0.337772234233,0.336618561182,0.337541499623,0.337772234233
600,9,0.337677140137,0.337471881122,0.337636088334,0.337677140137
600,5.6,0.337577582724,0.336634909803,0.33738904814,0.337577582724
600,7.6,0.33735388891,0.33735388891,0.33735388891,0.33735388891
560,7.8,0.337316724186,0.335213257148,0.335633950555,0.335213257148
600,9.5,0.337311428004,0.337015262819,0.337252194967,0.337311428004
560,8.5,0.337120938608,0.335265309933,0.336749812873,0.337120938608
520,10,0.337066075601,0.336991693,0.337051199081,0.337066075601
600,5.5,0.33705002917,0.336753384998,0.336990700336,0.33705002917
600,5.5,0.336821874189,0.336795242607,0.336800568924,0.336795242607
600,5.2,0.336517577726,0.336146121173,0.336220412484,0.336146121173
600,5.3,0.336490379239,0.336301111064,0.336338964699,0.336301111064
600,5.4,0.336206842991,0.334707865868,0.335007661292,0.334707865868
520,7.5,0.336150289056,0.335059982278,0.3359322277,0.336150289056
520,7.6,0.336150289056,0.335059982278,0.3359322277,0.336150289056
520,7.8,0.336150289056,0.336150289056,0.336150289056,0.336150289056
520,8.5,0.336150289056,0.336044488675,0.336065648751,0.336044488675
520,9.5,0.336050914239,0.336050914239,0.336050914239,0.336050914239
520,8,0.336044488675,0.336044488675,0.336044488675,0.336044488675
520,9,0.336044488675,0.335891879567,0.335922401389,0.335891879567
560,9,0.336031283611,0.335674295248,0.335959885939,0.336031283611
560,9.5,0.335982473573,0.335636607956,0.33591330045,0.335982473573
560,7.6,0.335722101247,0.335568400652,0.335599140771,0.335568400652
400,5.5,0.335710587205,0.335710587205,0.335710587205,0.335710587205
560,7,0.335699882808,0.335610514027,0.335628387783,0.335610514027
560,5.3,0.335672039626,0.33445350079,0.334697208557,0.33445350079
560,10,0.335591649214,0.335579375273,0.335581830061,0.335579375273
560,7.4,0.335568400652,0.335553103459,0.335565341213,0.335568400652
560,7.5,0.335556125189,0.335510993482,0.335520019823,0.335510993482
560,8,0.335277570069,0.335265309933,0.33526776196,0.335265309933
560,5.4,0.335167168131,0.334828134953,0.334895941588,0.334828134953
560,5.5,0.335167168131,0.334751534338,0.335084041372,0.335167168131
400,5,0.335136058646,0.334036676126,0.33425655263,0.334036676126
520,7,0.33512245745,0.334399231262,0.334977812212,0.33512245745
520,7.4,0.335059982278,0.335059982278,0.335059982278,0.335059982278
600,5,0.334921510805,0.334491949081,0.33483559846,0.334921510805
600,5,0.334909368844,0.334192039367,0.334335505262,0.334192039367
560,5.6,0.334849124703,0.334828134953,0.334832332903,0.334828134953
560,5.7,0.334849124703,0.334722597081,0.334747902606,0.334722597081
600,5.1,0.334808907259,0.334808907259,0.334808907259,0.334808907259
560,5.1,0.334728373857,0.33459559906,0.334622154019,0.33459559906
560,5,0.334703012158,0.33459559906,0.334681529539,0.334703012158
560,5.2,0.334703012158,0.334703012158,0.334703012158,0.334703012158
560,5.9,0.334577654398,0.334345760905,0.334392139604,0.334345760905
560,4.9,0.334395426299,0.334317048874,0.334379750814,0.334395426299
600,4.9,0.334374171393,0.333394551996,0.334178247513,0.334374171393
560,4.8,0.334317048874,0.3271512648,0.328584421615,0.3271512648
520,5.9,0.334065099142,0.333899958973,0.334032071108,0.334065099142
520,5.4,0.333899958973,0.333179344142,0.333755836007,0.333899958973
520,5.5,0.333899958973,0.333350549361,0.33379007705,0.333899958973
520,5.6,0.333899958973,0.333899958973,0.333899958973,0.333899958973
520,5.7,0.333899958973,0.333899958973,0.333899958973,0.333899958973
600,4.8,0.333811013859,0.333811013859,0.333811013859,0.333811013859
400,4.5,0.333444884367,0.33293276292,0.333342460077,0.333444884367
520,5.2,0.333179344142,0.333179344142,0.333179344142,0.333179344142
520,5.3,0.333179344142,0.333179344142,0.333179344142,0.333179344142
520,5.1,0.333076275574,0.333076275574,0.333076275574,0.333076275574
520,5,0.333021624761,0.332736462887,0.332793495262,0.332736462887
520,4.8,0.332948745891,0.332802135351,0.332831457459,0.332802135351
600,4.4,0.332590961671,0.3319665054,0.332466070417,0.332590961671
600,4.7,0.332458675553,0.331444301846,0.331647176587,0.331444301846
520,4.9,0.332257943117,0.332257943117,0.332257943117,0.332257943117
600,4.5,0.332037351256,0.330662119036,0.331762304812,0.332037351256
300,4.5,0.331760831335,0.331760831335,0.331760831335,0.331760831335
500,4.5,0.331758193408,0.331322016314,0.331409251733,0.331322016314
600,4.5,0.331427386535,0.331311742167,0.331404257661,0.331427386535
300,5.5,0.331315969299,0.331315969299,0.331315969299,0.331315969299
500,5.9,0.331181866541,0.331159752182,0.331177443669,0.331181866541
500,5.3,0.331069042929,0.330780450392,0.330838168899,0.330780450392
500,8,0.331048368497,0.330800873573,0.330998869512,0.331048368497
500,5.4,0.331023751233,0.330897643893,0.330998529765,0.331023751233
300,5,0.331013877704,0.330710112193,0.330770865295,0.330710112193
600,4.2,0.33099290805,0.330807637081,0.330844691275,0.330807637081
600,4.2,0.33099290805,0.33099290805,0.33099290805,0.33099290805
500,5.5,0.330897643893,0.330749663213,0.330779259349,0.330749663213
500,5.6,0.330882180309,0.330661268,0.330837997847,0.330882180309
600,4.6,0.330840561045,0.330588907896,0.330639238526,0.330588907896
500,7.6,0.330819686828,0.33067726467,0.330705749101,0.33067726467
500,7.8,0.330800873573,0.330800873573,0.330800873573,0.330800873573
500,8.5,0.330800873573,0.330777963944,0.330796291647,0.330800873573
500,9,0.330777963944,0.330306877535,0.330401094816,0.330306877535
500,9.5,0.330777963944,0.330777963944,0.330777963944,0.330777963944
500,5.7,0.330771756744,0.330646797958,0.330746764987,0.330771756744
500,5.1,0.33070025633,0.330426299905,0.330645465045,0.33070025633
500,5.2,0.33070025633,0.33070025633,0.33070025633,0.33070025633
500,4.8,0.330571531513,0.330025590195,0.33046234325,0.330571531513
500,7,0.33049727984,0.33049727984,0.33049727984,0.33049727984
500,7.4,0.330477627407,0.330477627407,0.330477627407,0.330477627407
500,7.5,0.330477627407,0.330477627407,0.330477627407,0.330477627407
500,4.5,0.330409143231,0.322551431883,0.328837600962,0.330409143231
500,4.6,0.330409143231,0.322220634343,0.32385833612,0.322220634343
500,4.7,0.330409143231,0.330409143231,0.330409143231,0.330409143231
500,10,0.330306877535,0.330306877535,0.330306877535,0.330306877535
500,4.9,0.330025590195,0.330025590195,0.330025590195,0.330025590195
500,5,0.3298979954,0.3298979954,0.3298979954,0.3298979954
600,4,0.329566621797,0.329011199493,0.329122283954,0.329011199493
600,4,0.329484339906,0.329011199493,0.329389711823,0.329484339906
560,3.5,0.327756915844,0.327622220819,0.327649159824,0.327622220819
560,4.4,0.327693209944,0.327249535151,0.327604474985,0.327693209944
560,4.5,0.327225807395,0.327225807395,0.327225807395,0.327225807395
560,4.6,0.327127451188,0.326863910841,0.327074743118,0.327127451188
560,3,0.326957950103,0.326957950103,0.326957950103,0.326957950103
560,3,0.326957950103,0.326957950103,0.326957950103,0.326957950103
560,4.7,0.326863910841,0.326863910841,0.326863910841,0.326863910841
560,4,0.326252293601,0.32602057952,0.326066922337,0.32602057952
560,4,0.325665574233,0.325644822523,0.325661423891,0.325665574233
560,4.2,0.325646179715,0.325463523924,0.325500055082,0.325463523924
560,4.2,0.325599479951,0.325210989624,0.325521781885,0.325599479951
600,2.5,0.325329345196,0.325225048151,0.32524590756,0.325225048151
600,2.5,0.325181695378,0.32356549775,0.323888737275,0.32356549775
600,3.5,0.324804549169,0.32441035478,0.324489193658,0.32441035478
600,3,0.324268758035,0.324268758035,0.324268758035,0.324268758035
600,3,0.324268758035,0.324268758035,0.324268758035,0.324268758035
520,4.6,0.324215641349,0.324123984916,0.324142316203,0.324123984916
520,4.7,0.324123984916,0.324123984916,0.324123984916,0.324123984916
520,4.4,0.323976624159,0.323276030211,0.323416149001,0.323276030211
520,4.5,0.323976624159,0.323976624159,0.323976624159,0.323976624159
480,9,0.32391061419,0.322737069224,0.322971778217,0.322737069224
480,9.5,0.323715620757,0.322737069224,0.32351991045,0.323715620757
480,5.1,0.323651176026,0.323101235216,0.323211223378,0.323101235216
480,4.6,0.323450883813,0.322255356286,0.322494461791,0.322255356286
480,4.7,0.323450883813,0.323450883813,0.323450883813,0.323450883813
480,4.8,0.323450883813,0.322586584423,0.323278023935,0.323450883813
480,5.4,0.323412466949,0.322783004484,0.323286574456,0.323412466949
480,7,0.323337920944,0.323326300977,0.323335596951,0.323337920944
480,4.5,0.323297591868,0.32276877658,0.322874539637,0.32276877658
480,4.2,0.323189748743,0.32126401277,0.321649159965,0.32126401277
480,5.9,0.3231350751,0.3231350751,0.3231350751,0.3231350751
480,5,0.323101235216,0.32300382188,0.323081752549,0.323101235216
480,5.2,0.323101235216,0.323101235216,0.323101235216,0.323101235216
480,5.3,0.323101235216,0.322771256517,0.322837252257,0.322771256517
520,3,0.323058486088,0.323058486088,0.323058486088,0.323058486088
520,3,0.323058486088,0.323058486088,0.323058486088,0.323058486088
480,7.5,0.32303474432,0.32291045677,0.32300988681,0.32303474432
480,7.6,0.32303474432,0.322895759349,0.322923556343,0.322895759349
480,7.8,0.323008411675,0.323008411675,0.323008411675,0.323008411675
480,8,0.323008411675,0.322895759349,0.322918289814,0.322895759349
480,5.7,0.322996697661,0.322989702452,0.322995298619,0.322996697661
560,2.5,0.322967862763,0.322967862763,0.322967862763,0.322967862763
560,2.5,0.322967862763,0.322656553122,0.322718815051,0.322656553122
520,4.2,0.322935998826,0.321939526278,0.322736704317,0.322935998826
480,7.4,0.32291045677,0.32291045677,0.32291045677,0.32291045677
480,4.9,0.322908922925,0.322908922925,0.322908922925,0.322908922925
480,8.5,0.322895759349,0.322895759349,0.322895759349,0.322895759349
480,4.4,0.322784120104,0.322754077052,0.322778111494,0.322784120104
520,4,0.322680129942,0.322006450529,0.322545394059,0.322680129942
480,5.5,0.322675590678,0.322123760482,0.322234126521,0.322123760482
480,10,0.322541639593,0.322541639593,0.322541639593,0.322541639593
600,2,0.322445456782,0.321884922957,0.321997029722,0.321884922957
480,5.6,0.322251955964,0.32223711465,0.322248987701,0.322251955964
600,2,0.322137802818,0.321884922957,0.322087226846,0.322137802818
500,4.4,0.32205753352,0.321261280318,0.32189828288,0.32205753352
500,4.2,0.321870355817,0.321227664513,0.321356202774,0.321227664513
520,4,0.321774976837,0.321733452636,0.321766671997,0.321774976837
500,4.2,0.321769857594,0.321217521664,0.32132798885,0.321217521664
520,3.5,0.321653689804,0.321400259745,0.321603003792,0.321653689804
520,3.5,0.321653689804,0.321201207064,0.321563193256,0.321653689804
500,4,0.32120640844,0.321083393584,0.321181805469,0.32120640844
500,4,0.320827188405,0.32081597955,0.320818221321,0.32081597955
560,2,0.32077518689,0.320608829315,0.32064210083,0.320608829315
520,2.5,0.320658348136,0.320487398839,0.320624158277,0.320658348136
520,2.5,0.320329355192,0.320329355192,0.320329355192,0.320329355192
560,2,0.32030246577,0.319005590002,0.320043090617,0.32030246577
500,3,0.318968198328,0.318968198328,0.318968198328,0.318968198328
500,3,0.318968198328,0.318968198328,0.318968198328,0.318968198328
500,3.5,0.318872450954,0.318872450954,0.318872450954,0.318872450954
500,3.5,0.318872450954,0.318872450954,0.318872450954,0.318872450954
520,2,0.317791300977,0.317625713347,0.317658830873,0.317625713347
520,2,0.317791300977,0.317742929819,0.317752604051,0.317742929819
500,2.5,0.316484640592,0.316300005026,0.316336932139,0.316300005026
500,2.5,0.316300005026,0.315928290626,0.316225662146,0.316300005026
480,4,0.315365706355,0.315074072242,0.315307379532,0.315365706355
480,4,0.315365706355,0.315222373503,0.315251040073,0.315222373503
480,3.5,0.313879994484,0.313879994484,0.313879994484,0.313879994484
480,3.5,0.313879994484,0.313879994484,0.313879994484,0.313879994484
480,3,0.312936350596,0.312780650713,0.31281179069,0.312780650713
480,3,0.312780650713,0.312780650713,0.312780650713,0.312780650713
480,2.5,0.310945049107,0.31035881596,0.310476062589,0.31035881596
480,2.5,0.31035881596,0.31035881596,0.31035881596,0.31035881596
600,1.5,0.302113589462,0.301395765551,0.301539330333,0.301395765551
600,1.5,0.302091494718,0.301395765551,0.301952348885,0.302091494718
250,5,0.295901015234,0.295252343772,0.295382078064,0.295252343772
250,5.5,0.295626737512,0.294953672175,0.295088285242,0.294953672175
250,4.5,0.293796909865,0.293796909865,0.293796909865,0.293796909865
440,9.5,0.292995239368,0.291076221136,0.291460024783,0.291076221136
440,10,0.292303575566,0.291442376672,0.291614616451,0.291442376672
440,9,0.292273769785,0.289934689708,0.29180595377,0.292273769785
440,8,0.292040371417,0.291608229314,0.291694657735,0.291608229314
440,7.6,0.291763540322,0.291633434897,0.291659455982,0.291633434897
440,7,0.291674217686,0.29132831566,0.291605037281,0.291674217686
440,7.4,0.291278328539,0.291278328539,0.291278328539,0.291278328539
440,7.8,0.291278328539,0.290901094754,0.291202881782,0.291278328539
440,7.5,0.291183987527,0.291019885699,0.291151167161,0.291183987527
440,8.5,0.290904712845,0.289934689708,0.290710708218,0.290904712845
500,2,0.278868399948,0.278449633921,0.278784646743,0.278868399948
500,2,0.278449633921,0.278303838946,0.278332997941,0.278303838946
520,1.5,0.274342179856,0.274342179856,0.274342179856,0.274342179856
520,1.5,0.274342179856,0.274342179856,0.274342179856,0.274342179856
480,2,0.273909340956,0.273883607324,0.27390419423,0.273909340956
480,2,0.273909340956,0.273763323352,0.273880137435,0.273909340956
560,1.5,0.273648083319,0.273560679715,0.273578160435,0.273560679715
560,1.5,0.273566290868,0.273566290868,0.273566290868,0.273566290868
480,1.5,0.269585369951,0.269585369951,0.269585369951,0.269585369951
480,1.5,0.269585369951,0.269585369951,0.269585369951,0.269585369951
500,1.5,0.26587753258,0.26415013122,0.265532052308,0.26587753258
500,1.5,0.265724698556,0.265167652463,0.265613289337,0.265724698556
440,3.5,0.261797503548,0.261383344028,0.261714671644,0.261797503548
440,3.5,0.261383344028,0.261383344028,0.261383344028,0.261383344028
440,4,0.261024453551,0.259574357376,0.259864376611,0.259574357376
440,4,0.260986029195,0.260198234528,0.260828470262,0.260986029195
440,4.2,0.260827499218,0.259829902769,0.260029422059,0.259829902769
440,3,0.260603007511,0.259615089025,0.260405423814,0.260603007511
440,3,0.260603007511,0.260603007511,0.260603007511,0.260603007511
200,5.5,0.260447665555,0.258582167297,0.260074565904,0.260447665555
440,4.5,0.259935106074,0.259640746284,0.259876234116,0.259935106074
440,4.7,0.259732467373,0.259563514669,0.25959730521,0.259563514669
440,4.4,0.259524475841,0.25923153228,0.259465887129,0.259524475841
440,4.8,0.259488180319,0.259488180319,0.259488180319,0.259488180319
440,4.9,0.259488180319,0.259488180319,0.259488180319,0.259488180319
