K_cap,NMI_max,NMI_min,NMI_avg,NMI_med,algo_choice
800,0.634504185088,0.634504185088,0.634504185088,0.634504185088,2
700,0.632776328048,0.632776328048,0.632776328048,0.632776328048,2
600,0.628533603602,0.628533603602,0.628533603602,0.628533603602,2
600,0.628533603602,0.628533603602,0.628533603602,0.628533603602,2
600,0.628533603602,0.628533603602,0.628533603602,0.628533603602,2
440,0.623607951568,0.622793823961,0.623445126047,0.623607951568,2
440,0.622786266127,0.621994427734,0.622627898449,0.622786266127,2
440,0.62231248753,0.621348242673,0.622119638559,0.62231248753,2
560,0.622302318932,0.621631517538,0.622168158653,0.622302318932,2
560,0.621908820964,0.621202884879,0.621767633747,0.621908820964,2
480,0.621222969168,0.619892891851,0.620158907314,0.619892891851,2
480,0.621222969168,0.621222969168,0.621222969168,0.621222969168,2
480,0.621222969168,0.621222969168,0.621222969168,0.621222969168,2
560,0.62122182497,0.620739429937,0.620835908944,0.620739429937,2
380,0.621021299243,0.618862490135,0.619294251957,0.618862490135,2
520,0.62047879172,0.62047879172,0.62047879172,0.62047879172,2
520,0.62047879172,0.620243680154,0.620290702467,0.620243680154,2
520,0.62047879172,0.620243680154,0.620431769407,0.62047879172,2
360,0.619585588997,0.618943455367,0.619457162271,0.619585588997,2
500,0.619554398468,0.619076609905,0.619172167618,0.619076609905,2
400,0.619277657236,0.617399284531,0.617774959072,0.617399284531,2
500,0.619076609905,0.619076609905,0.619076609905,0.619076609905,2
500,0.619076609905,0.619076609905,0.619076609905,0.619076609905,2
360,0.618943455367,0.618943455367,0.618943455367,0.618943455367,2
360,0.618943455367,0.618943455367,0.618943455367,0.618943455367,2
380,0.618862490135,0.618862490135,0.618862490135,0.618862490135,2
380,0.618862490135,0.6187227788,0.618834547868,0.618862490135,2
140,0.617915232673,0.617220144966,0.617359162507,0.617220144966,2
400,0.617653243569,0.616847010287,0.617008256943,0.616847010287,2
340,0.617416617534,0.616653809183,0.616806370853,0.616653809183,2
340,0.617416617534,0.617416617534,0.617416617534,0.617416617534,2
340,0.617416617534,0.617416617534,0.617416617534,0.617416617534,2
140,0.617220144966,0.61631376184,0.616495038465,0.61631376184,2
140,0.617220144966,0.617008114348,0.617177738842,0.617220144966,2
160,0.617205679121,0.617205679121,0.617205679121,0.617205679121,2
160,0.617205679121,0.617205679121,0.617205679121,0.617205679121,2
160,0.617205679121,0.617205679121,0.617205679121,0.617205679121,2
400,0.616847010287,0.616847010287,0.616847010287,0.616847010287,2
150,0.616833742803,0.616833742803,0.616833742803,0.616833742803,2
150,0.616833742803,0.615707879645,0.615933052276,0.615707879645,2
150,0.616833742803,0.615707879645,0.616608570171,0.616833742803,2
300,0.616236970784,0.616236970784,0.616236970784,0.616236970784,2
300,0.616236970784,0.614821030746,0.615953782776,0.616236970784,2
300,0.616236970784,0.614821030746,0.615104218753,0.614821030746,2
120,0.61504521313,0.61403366112,0.614235971522,0.61403366112,2
130,0.614162766313,0.614162766313,0.614162766313,0.614162766313,2
130,0.614162766313,0.614162766313,0.614162766313,0.614162766313,2
130,0.614162766313,0.614162766313,0.614162766313,0.614162766313,2
120,0.61403366112,0.61403366112,0.61403366112,0.61403366112,2
120,0.61403366112,0.61403366112,0.61403366112,0.61403366112,2
250,0.61068517018,0.610523700623,0.610652876269,0.61068517018,2
250,0.610523700623,0.609304222266,0.609548117938,0.609304222266,2
200,0.610108105629,0.610108105629,0.610108105629,0.610108105629,2
200,0.610108105629,0.610108105629,0.610108105629,0.610108105629,2
200,0.610108105629,0.610108105629,0.610108105629,0.610108105629,2
250,0.610066566876,0.610066566876,0.610066566876,0.610066566876,2
180,0.609945923041,0.609945923041,0.609945923041,0.609945923041,2
180,0.609945923041,0.609945923041,0.609945923041,0.609945923041,2
180,0.609945923041,0.609945923041,0.609945923041,0.609945923041,2
110,0.608865146814,0.608865146814,0.608865146814,0.608865146814,2
110,0.608865146814,0.608865146814,0.608865146814,0.608865146814,2
110,0.608865146814,0.608865146814,0.608865146814,0.608865146814,2
100,0.608816756851,0.608816756851,0.608816756851,0.608816756851,2
100,0.608816756851,0.608816756851,0.608816756851,0.608816756851,2
100,0.608816756851,0.608816756851,0.608816756851,0.608816756851,2
90,0.606573507973,0.606573507973,0.606573507973,0.606573507973,2
90,0.606573507973,0.606573507973,0.606573507973,0.606573507973,2
90,0.606573507973,0.606573507973,0.606573507973,0.606573507973,2
90,0.606573507973,0.606573507973,0.606573507973,0.606573507973,2
80,0.605037701404,0.605037701404,0.605037701404,0.605037701404,2
76,0.604255754677,0.604255754677,0.604255754677,0.604255754677,2
70,0.600794269978,0.600794269978,0.600794269978,0.600794269978,2
70,0.600794269978,0.600794269978,0.600794269978,0.600794269978,2
70,0.600794269978,0.600794269978,0.600794269978,0.600794269978,2
70,0.600794269978,0.600794269978,0.600794269978,0.600794269978,2
40,0.596719207591,0.596719207591,0.596719207591,0.596719207591,2
60,0.596370299948,0.596370299948,0.596370299948,0.596370299948,2
30,0.593606415022,0.593606415022,0.593606415022,0.593606415022,2
50,0.59293711138,0.59293711138,0.59293711138,0.59293711138,2
