K_cap,sigma,NMI_max,NMI_min,NMI_avg,NMI_med
500,8.5,0.286395762562,0.286395762562,0.286395762562,0.286395762562
500,9,0.287017755718,0.286237205723,0.286393315722,0.286237205723
500,9,0.286237205723,0.286237205723,0.286237205723,0.286237205723
500,8.5,0.286395762562,0.286207065806,0.286244805157,0.286207065806
520,9,0.278030006052,0.278030006052,0.278030006052,0.278030006052
520,9,0.278030006052,0.278030006052,0.278030006052,0.278030006052
480,8.5,0.277620041287,0.277460145838,0.277588062197,0.277620041287
480,8.5,0.277460145838,0.277460145838,0.277460145838,0.277460145838
90,7.8,0.276552442332,0.274729894123,0.27618793269,0.276552442332
600,7.8,0.275951305677,0.274908059439,0.275742656429,0.275951305677
560,7.8,0.275580096839,0.275430825297,0.275550242531,0.275580096839
100,7.8,0.276996761571,0.275206492769,0.275564546529,0.275206492769
70,7.8,0.27519866328,0.274092995814,0.274977529787,0.27519866328
110,7.8,0.275052789723,0.274574824297,0.274957196638,0.275052789723
560,7.8,0.277405758889,0.274934438176,0.275428702319,0.274934438176
600,7.8,0.274737738753,0.274536674423,0.274576887289,0.274536674423
140,7.8,0.274536674423,0.274085148854,0.274446369309,0.274536674423
600,7.8,0.274528829109,0.274085148854,0.274440093058,0.274528829109
120,7.8,0.274737738753,0.274293916041,0.274382680584,0.274293916041
130,7.8,0.274536674423,0.274092995814,0.274181731536,0.274092995814
500,9.5,0.274062366391,0.274000304785,0.27404995407,0.274062366391
600,7.6,0.273998967594,0.273998967594,0.273998967594,0.273998967594
120,7.6,0.273998967594,0.273998967594,0.273998967594,0.273998967594
110,7.6,0.273998967594,0.273998967594,0.273998967594,0.273998967594
140,7.6,0.273998967594,0.273998967594,0.273998967594,0.273998967594
100,7.6,0.273998967594,0.273986131017,0.273996400279,0.273998967594
90,7.6,0.273998967594,0.273998967594,0.273998967594,0.273998967594
600,7.6,0.273998967594,0.273998967594,0.273998967594,0.273998967594
600,7.6,0.273998967594,0.273986131017,0.273996400279,0.273998967594
130,7.6,0.273998967594,0.273986131017,0.273988698333,0.273986131017
500,9.5,0.273895117191,0.273884148909,0.273892923535,0.273895117191
440,10,0.273863106852,0.272994985779,0.273689482638,0.273863106852
70,7.6,0.273527014574,0.273527014574,0.273527014574,0.273527014574
440,10,0.27292135691,0.272204651392,0.272347992495,0.272204651392
480,9,0.270280563583,0.269817203096,0.269909875193,0.269817203096
480,9,0.269817203096,0.269817203096,0.269817203096,0.269817203096
480,9.5,0.26947273275,0.269303486543,0.269337335785,0.269303486543
480,9.5,0.269131626551,0.269131626551,0.269131626551,0.269131626551
480,4.6,0.262126100736,0.262105343894,0.262109495262,0.262105343894
480,4.6,0.262105343894,0.262009959611,0.262086267037,0.262105343894
