K_cap,k_low,NMI_max,NMI_min,NMI_avg,NMI_med,algo_choice
100,99,0.501781749217,0.501781749217,0.501781749217,0.501781749217,4
150,149,0.500531587424,0.500531587424,0.500531587424,0.500531587424,4
110,109,0.500167348385,0.500167348385,0.500167348385,0.500167348385,4
115,109,0.499988661933,0.499988661933,0.499988661933,0.499988661933,4
110,104,0.499725110759,0.499725110759,0.499725110759,0.499725110759,4
120,114,0.499638581295,0.499638581295,0.499638581295,0.499638581295,4
130,114,0.499549587685,0.499549587685,0.499549587685,0.499549587685,4
130,119,0.499431632214,0.499431632214,0.499431632214,0.499431632214,4
140,129,0.499387191748,0.499387191748,0.499387191748,0.499387191748,4
105,104,0.499262351827,0.499262351827,0.499262351827,0.499262351827,4
115,114,0.498805785885,0.498805785885,0.498805785885,0.498805785885,4
140,119,0.498722252986,0.498722252986,0.498722252986,0.498722252986,4
140,114,0.498362097173,0.498362097173,0.498362097173,0.498362097173,4
120,109,0.498120580258,0.498120580258,0.498120580258,0.498120580258,4
120,119,0.497631344407,0.497631344407,0.497631344407,0.497631344407,4
130,129,0.497447117056,0.497447117056,0.497447117056,0.497447117056,4
150,139,0.488173917915,0.488173917915,0.488173917915,0.488173917915,4
150,129,0.487689026451,0.487689026451,0.487689026451,0.487689026451,4
190,119,0.487451493438,0.487451493438,0.487451493438,0.487451493438,4
150,119,0.487374357754,0.487374357754,0.487374357754,0.487374357754,4
190,169,0.487274065661,0.487274065661,0.487274065661,0.487274065661,4
190,114,0.487250651983,0.487250651983,0.487250651983,0.487250651983,4
190,139,0.487140209299,0.486735111937,0.486816131409,0.486735111937,4
170,149,0.486956182359,0.486956182359,0.486956182359,0.486956182359,4
190,129,0.486895272428,0.486895272428,0.486895272428,0.486895272428,4
200,129,0.486799048812,0.486799048812,0.486799048812,0.486799048812,4
200,149,0.486661114033,0.486661114033,0.486661114033,0.486661114033,4
200,199,0.486653189024,0.486653189024,0.486653189024,0.486653189024,4
190,149,0.48663757559,0.48663757559,0.48663757559,0.48663757559,4
200,139,0.486555038541,0.486555038541,0.486555038541,0.486555038541,4
200,109,0.486416779222,0.486416779222,0.486416779222,0.486416779222,4
170,129,0.486389829159,0.486389829159,0.486389829159,0.486389829159,4
200,169,0.486304356715,0.486304356715,0.486304356715,0.486304356715,4
200,114,0.486252909669,0.486252909669,0.486252909669,0.486252909669,4
200,119,0.486252909669,0.486252909669,0.486252909669,0.486252909669,4
200,149,0.486124220155,0.486124220155,0.486124220155,0.486124220155,4
200,125,0.486123813608,0.486123813608,0.486123813608,0.486123813608,4
200,105,0.486071633017,0.486071633017,0.486071633017,0.486071633017,4
170,119,0.485823541663,0.485823541663,0.485823541663,0.485823541663,4
250,249,0.485699668478,0.485699668478,0.485699668478,0.485699668478,4
170,139,0.485592998562,0.485592998562,0.485592998562,0.485592998562,4
250,104,0.484827470363,0.484827470363,0.484827470363,0.484827470363,4
250,115,0.484684378276,0.484684378276,0.484684378276,0.484684378276,4
250,149,0.484322295186,0.484322295186,0.484322295186,0.484322295186,4
250,199,0.483855730057,0.483855730057,0.483855730057,0.483855730057,4
250,109,0.483698333679,0.483698333679,0.483698333679,0.483698333679,4
200,189,0.483590250983,0.483069980105,0.48317403428,0.483069980105,4
140,139,0.483529799347,0.482966547495,0.483417148976,0.483529799347,4
250,114,0.482684168599,0.482684168599,0.482684168599,0.482684168599,4
150,149,0.48112540749,0.48112540749,0.48112540749,0.48112540749,4
