K_cap,sigma,NMI_max,NMI_min,NMI_avg,NMI_med
100,1.1,0.48810803686,0.48810803686,0.48810803686,0.48810803686
100,1.1,0.487777710267,0.487649859035,0.487675429282,0.487649859035
105,1.1,0.484051918617,0.484051918617,0.484051918617,0.484051918617
110,1.1,0.475877220052,0.474960835312,0.475693943104,0.475877220052
110,1.1,0.475877220052,0.474960835312,0.475693943104,0.475877220052
115,1.1,0.474369654124,0.471276605267,0.471895215038,0.471276605267
120,1.1,0.468802700135,0.467340230617,0.468510206231,0.468802700135
120,1.1,0.468802700135,0.468802700135,0.468802700135,0.468802700135
130,1.1,0.466831892049,0.465962783637,0.466136605319,0.465962783637
100,1.5,0.443010783712,0.443010783712,0.443010783712,0.443010783712
100,1.5,0.443010783712,0.443010783712,0.443010783712,0.443010783712
105,1.5,0.442986049541,0.442986049541,0.442986049541,0.442986049541
105,1.5,0.442986049541,0.442986049541,0.442986049541,0.442986049541
110,1.5,0.440057356264,0.439443510746,0.43993458716,0.440057356264
110,1.5,0.439995548083,0.439995548083,0.439995548083,0.439995548083
115,1.5,0.435408911497,0.435408911497,0.435408911497,0.435408911497
115,1.5,0.435408911497,0.435408911497,0.435408911497,0.435408911497
120,1.5,0.433127767815,0.43303008653,0.433049622787,0.43303008653
120,1.5,0.433127767815,0.43262475558,0.432725358027,0.43262475558
200,1.1,0.431822011921,0.431822011921,0.431822011921,0.431822011921
200,1.1,0.431822011921,0.431768006511,0.431778807593,0.431768006511
190,1.1,0.430345950042,0.430345950042,0.430345950042,0.430345950042
190,1.1,0.430345950042,0.430229023653,0.430322564764,0.430345950042
190,1.5,0.429575555246,0.429441165639,0.429548677325,0.429575555246
190,1.5,0.429575555246,0.429575555246,0.429575555246,0.429575555246
300,1.1,0.429486995949,0.429481612914,0.429485919342,0.429486995949
300,1.1,0.429522914877,0.429481612914,0.429489873307,0.429481612914
170,1.1,0.429137524177,0.429012228611,0.429112465064,0.429137524177
170,1.1,0.429012228611,0.429012228611,0.429012228611,0.429012228611
170,1.5,0.427658776338,0.427658776338,0.427658776338,0.427658776338
150,1.1,0.425464626135,0.425464626135,0.425464626135,0.425464626135
150,1.1,0.425464626135,0.425464626135,0.425464626135,0.425464626135
200,1.5,0.425323407447,0.425323407447,0.425323407447,0.425323407447
200,1.5,0.425323407447,0.425323407447,0.425323407447,0.425323407447
200,2,0.424218996476,0.424218996476,0.424218996476,0.424218996476
200,2,0.425625604159,0.424091490803,0.424398313474,0.424091490803
350,1.1,0.423144978565,0.423144978565,0.423144978565,0.423144978565
320,1.1,0.42272511631,0.422644373221,0.422708967693,0.42272511631
320,1.1,0.422644373221,0.422644373221,0.422644373221,0.422644373221
350,1.1,0.423144978565,0.42204924225,0.422268389513,0.42204924225
400,1.1,0.416352366098,0.416156576007,0.41631320808,0.416352366098
270,1.1,0.417329457979,0.416343602171,0.416540773333,0.416343602171
270,1.1,0.416343602171,0.416157817392,0.416194974348,0.416157817392
400,1.1,0.415837525901,0.414333855034,0.415536791728,0.415837525901
500,1.1,0.413025225009,0.412884019478,0.412996983903,0.413025225009
500,1.1,0.413009182473,0.412884019478,0.412984149874,0.413009182473
140,1.1,0.410541392124,0.410541392124,0.410541392124,0.410541392124
140,1.1,0.410541392124,0.410541392124,0.410541392124,0.410541392124
250,1.1,0.410217489152,0.410217489152,0.410217489152,0.410217489152
250,1.1,0.410217489152,0.410217489152,0.410217489152,0.410217489152
600,1.1,0.407884244148,0.406511273875,0.407609650094,0.407884244148
600,1.1,0.407842541691,0.407212024136,0.407338127647,0.407212024136
270,1.5,0.404789205529,0.40350020666,0.404531405755,0.404789205529
270,1.5,0.404789205529,0.403892127558,0.404071543152,0.403892127558
150,1.5,0.397175230786,0.396357549602,0.397011694549,0.397175230786
150,1.5,0.397175230786,0.397175230786,0.397175230786,0.397175230786
170,1.5,0.396930906642,0.396930906642,0.396930906642,0.396930906642
100,2,0.394286408978,0.394147735474,0.394258674277,0.394286408978
100,2,0.394553217729,0.394147735474,0.394228831925,0.394147735474
105,2,0.390313151506,0.390313151506,0.390313151506,0.390313151506
