K_cap,NMI_max,NMI_min,NMI_avg,NMI_med,algo_choice
115,0.473956907591,0.473956907591,0.473956907591,0.473956907591,2
115,0.473956907591,0.473956907591,0.473956907591,0.473956907591,2
115,0.473956907591,0.473956907591,0.473956907591,0.473956907591,2
120,0.471747731303,0.471747731303,0.471747731303,0.471747731303,2
120,0.471747731303,0.471747731303,0.471747731303,0.471747731303,2
120,0.471747731303,0.471747731303,0.471747731303,0.471747731303,2
120,0.471747731303,0.471747731303,0.471747731303,0.471747731303,2
130,0.46931271572,0.46931271572,0.46931271572,0.46931271572,2
130,0.46931271572,0.46931271572,0.46931271572,0.46931271572,2
130,0.46931271572,0.46931271572,0.46931271572,0.46931271572,2
130,0.46931271572,0.46931271572,0.46931271572,0.46931271572,2
600,0.467835795503,0.467779767207,0.467790972866,0.467779767207,2
600,0.467779767207,0.466298933137,0.466595099951,0.466298933137,2
600,0.467319326548,0.46728035538,0.467288149614,0.46728035538,2
600,0.46728035538,0.467091293714,0.467242543047,0.46728035538,2
700,0.465834071857,0.464867619288,0.465060909802,0.464867619288,2
140,0.46529020657,0.46529020657,0.46529020657,0.46529020657,2
140,0.46529020657,0.46529020657,0.46529020657,0.46529020657,2
140,0.46529020657,0.46529020657,0.46529020657,0.46529020657,2
140,0.46529020657,0.46529020657,0.46529020657,0.46529020657,2
150,0.465035176402,0.465035176402,0.465035176402,0.465035176402,2
150,0.465035176402,0.465035176402,0.465035176402,0.465035176402,2
150,0.465035176402,0.465035176402,0.465035176402,0.465035176402,2
150,0.465035176402,0.465035176402,0.465035176402,0.465035176402,2
170,0.460928097213,0.460928097213,0.460928097213,0.460928097213,2
170,0.460928097213,0.460928097213,0.460928097213,0.460928097213,2
170,0.460849513868,0.460849513868,0.460849513868,0.460849513868,2
190,0.457401986871,0.457401986871,0.457401986871,0.457401986871,2
190,0.457401986871,0.457401986871,0.457401986871,0.457401986871,2
190,0.457401986871,0.457401986871,0.457401986871,0.457401986871,2
190,0.457401986871,0.457401986871,0.457401986871,0.457401986871,2
200,0.4561938596,0.4561938596,0.4561938596,0.4561938596,2
200,0.4561938596,0.4561938596,0.4561938596,0.4561938596,2
200,0.4561938596,0.4561938596,0.4561938596,0.4561938596,2
200,0.455867044139,0.455867044139,0.455867044139,0.455867044139,2
30,0.442888314802,0.442888314802,0.442888314802,0.442888314802,2
110,0.437957112658,0.437957112658,0.437957112658,0.437957112658,2
110,0.437957112658,0.437957112658,0.437957112658,0.437957112658,2
110,0.437957112658,0.437957112658,0.437957112658,0.437957112658,2
110,0.437957112658,0.437957112658,0.437957112658,0.437957112658,2
40,0.437647151993,0.437647151993,0.437647151993,0.437647151993,2
270,0.435868741174,0.435762535228,0.435783776417,0.435762535228,2
270,0.435636901945,0.434581994364,0.435425920429,0.435636901945,2
300,0.435422302726,0.435422302726,0.435422302726,0.435422302726,2
300,0.435422302726,0.435422302726,0.435422302726,0.435422302726,2
300,0.435422302726,0.435422302726,0.435422302726,0.435422302726,2
300,0.435422302726,0.435422302726,0.435422302726,0.435422302726,2
270,0.435193555199,0.434800500512,0.43487911145,0.434800500512,2
270,0.434804312593,0.434800500512,0.434801262929,0.434800500512,2
500,0.434419787145,0.433336099994,0.434203049715,0.434419787145,2
500,0.434419787145,0.433458017996,0.433650371826,0.433458017996,2
500,0.434300031587,0.433595829405,0.434159191151,0.434300031587,2
400,0.433977941384,0.433977941384,0.433977941384,0.433977941384,2
400,0.433977941384,0.433977941384,0.433977941384,0.433977941384,2
400,0.433977941384,0.433977941384,0.433977941384,0.433977941384,2
400,0.433977941384,0.433977941384,0.433977941384,0.433977941384,2
350,0.433892329079,0.433892329079,0.433892329079,0.433892329079,2
350,0.433892329079,0.433892329079,0.433892329079,0.433892329079,2
350,0.433892329079,0.433892329079,0.433892329079,0.433892329079,2
350,0.433892329079,0.433892329079,0.433892329079,0.433892329079,2
500,0.433532325004,0.433532325004,0.433532325004,0.433532325004,2
60,0.433034420181,0.433034420181,0.433034420181,0.433034420181,2
320,0.432915790149,0.432915790149,0.432915790149,0.432915790149,2
320,0.432915790149,0.432915790149,0.432915790149,0.432915790149,2
320,0.432915790149,0.432915790149,0.432915790149,0.432915790149,2
320,0.432915790149,0.432915790149,0.432915790149,0.432915790149,2
50,0.43273323498,0.43273323498,0.43273323498,0.43273323498,2
105,0.431938556175,0.43192925322,0.431931113811,0.43192925322,2
105,0.431938556175,0.431531057457,0.431857056431,0.431938556175,2
105,0.431938556175,0.43192925322,0.431936695584,0.431938556175,2
105,0.431938556175,0.431531057457,0.431857056431,0.431938556175,2
70,0.426405126467,0.426405126467,0.426405126467,0.426405126467,2
80,0.426319743786,0.426319743786,0.426319743786,0.426319743786,2
90,0.425093219457,0.425093219457,0.425093219457,0.425093219457,2
100,0.424994986569,0.424586823233,0.4246684559,0.424586823233,2
100,0.424994986569,0.424994986569,0.424994986569,0.424994986569,2
100,0.424994986569,0.424586823233,0.4246684559,0.424586823233,2
100,0.424586823233,0.424586823233,0.424586823233,0.424586823233,2
250,0.422268032947,0.421570554104,0.422128537179,0.422268032947,2
250,0.421570554104,0.421570554104,0.421570554104,0.421570554104,2
250,0.421570554104,0.421570554104,0.421570554104,0.421570554104,2
250,0.421570554104,0.421570554104,0.421570554104,0.421570554104,2
800,0.414649787846,0.413588828912,0.414437596059,0.414649787846,2
